gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn_Label,total_complaints,resolved_complaints,unresolved_complaints,call_drop_rate,data_usage_gb,throughput_Mbps,complaints_per_tenure,unresolved_ratio,drop_rate_per_tenure,data_usage_per_tenure,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TechSupport_No internet service,TechSupport_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,MultipleLines_No phone service,MultipleLines_Yes,Contract_One year,Contract_Two year
0,0,1,0,43,0,0,34.0,0,16,5,11,0.0511148487735175,0.39780029296875,28.27583333333333,0.36363636363636365,0.6470588235294118,0.001161701108489034,0.009040915749289773,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,15,0,0,45.9,0,11,4,7,0.0324074074074074,0.755146484375,25.299166666666665,0.6875,0.5833333333333334,0.0020254629629629624,0.0471966552734375,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
1,0,0,1,10,1,0,95.2,1,11,2,9,0.0180288461538461,0.6281730143229166,34.22416666666667,1.0,0.75,0.001638986013986009,0.05710663766571969,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,0,1,1,55,1,0,20.5,0,12,3,9,0.0287316849816849,0.7505314127604167,24.93166666666667,0.21428571428571427,0.6923076923076923,0.0005130658032443732,0.013402346656436012,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,1,49,1,1,100.6,1,6,2,4,0.0186342592592592,0.8550130208333333,23.403333333333336,0.12,0.5714285714285714,0.000372685185185184,0.017100260416666666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
1,0,1,1,6,1,1,55.3,1,13,4,9,0.0314814814814814,0.6818009440104166,35.895,1.8571428571428572,0.6428571428571429,0.004497354497354486,0.09740013485863094,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,1,1,70,1,0,20.35,0,19,8,11,0.0215617715617715,0.7942333984375001,22.076666666666668,0.2676056338028169,0.55,0.00030368692340523244,0.011186385893485917,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,1,0,0,2,1,1,74.85,1,17,2,15,0.0157903439153439,0.7331087239583334,27.159166666666664,5.666666666666667,0.8333333333333334,0.0052634479717813,0.24436957465277778,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,63,0,0,36.1,0,6,3,3,0.0369047619047619,0.8045336914062501,28.0,0.09375,0.42857142857142855,0.0005766369047619047,0.012570838928222658,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,25,1,1,65.8,0,9,5,4,0.0244435303258832,0.7673860677083333,23.986666666666665,0.34615384615384615,0.4,0.0009401357817647385,0.02951484875801282,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,0,18,1,0,20.35,0,9,2,7,0.0437908496732026,0.6974812825520833,32.26833333333333,0.47368421052631576,0.7,0.002304781561747505,0.03670954118695175,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,1,0,28,1,1,105.8,0,13,4,9,0.0435471849558536,0.8671110026041666,28.594166666666663,0.4482758620689655,0.6428571428571429,0.0015016270674432276,0.029900379400143676,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0,1,0,0,53,1,1,96.75,0,13,1,12,0.0,0.74089111328125,27.651666666666667,0.24074074074074073,0.8571428571428571,0.0,0.01372020580150463,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1,0,0,0,35,1,1,102.35,1,19,5,14,0.0236384326457855,0.6601432291666667,31.09583333333333,0.5277777777777778,0.7,0.0006566231290495972,0.018337311921296298,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
1,0,0,0,1,0,0,24.4,0,10,2,8,0.0375445156695156,0.6809757486979167,32.24666666666666,5.0,0.7272727272727273,0.0187722578347578,0.34048787434895833,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,70,1,0,115.65,1,7,1,6,0.0211640211640211,0.7411881510416666,22.7925,0.09859154929577464,0.75,0.00029808480512705774,0.01043926973298122,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1,0,0,0,2,1,1,79.85,1,17,4,13,0.0131313131313131,0.88728759765625,32.909166666666664,5.666666666666667,0.7222222222222222,0.0043771043771043665,0.29576253255208335,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,26,1,1,73.05,0,5,2,3,0.0289682539682539,0.7106884765625,30.33666666666667,0.18518518518518517,0.5,0.001072898295120515,0.02632179542824074,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,34,1,0,64.35,0,8,2,6,0.0172979797979798,0.7057609049479167,23.81833333333333,0.22857142857142856,0.6666666666666666,0.0004942279942279943,0.02016459728422619,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,0,0,1,19,1,0,20.5,0,20,12,8,0.0104575163398692,0.77697265625,24.96,1.0,0.38095238095238093,0.00052287581699346,0.0388486328125,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,15,1,1,76.0,1,18,5,13,0.0138888888888888,0.8425048828125,25.9125,1.125,0.6842105263157895,0.00086805555555555,0.05265655517578125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,62,1,0,54.75,0,11,4,7,0.0311342592592592,0.7221875,27.846666666666664,0.1746031746031746,0.5833333333333334,0.0004941945914168127,0.011463293650793651,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,0,42,1,1,104.75,1,11,2,9,0.025219298245614,0.6662451171875,24.44833333333333,0.2558139534883721,0.75,0.0005864953080375349,0.015494072492732559,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,9,1,1,74.65,1,12,5,7,0.0205357142857142,0.7005289713541667,27.276666666666667,1.2,0.5384615384615384,0.00205357142857142,0.07005289713541667,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,24,1,1,51.15,0,10,2,8,0.0210526315789473,0.74888671875,26.8575,0.4,0.7272727272727273,0.000842105263157892,0.029955468750000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,68,0,1,41.95,0,6,1,5,0.0116185897435897,0.740302734375,26.804166666666664,0.08695652173913043,0.7142857142857143,0.00016838535860274928,0.010729025135869565,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
1,0,1,1,31,1,0,54.35,0,8,3,5,0.009594298245614,0.8590087890625,28.041666666666668,0.25,0.5555555555555556,0.0002998218201754375,0.026844024658203125,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,56.25,1,15,4,11,0.0447916666666666,0.8574080403645833,27.844166666666663,7.5,0.6875,0.0223958333333333,0.42870402018229165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,21,1,1,106.1,1,14,4,10,0.029711565237881,0.9230558268229166,29.876666666666665,0.6363636363636364,0.6666666666666666,0.0013505256926309545,0.0419570830374053,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0,0,1,0,63,1,1,96.0,0,15,0,15,0.0367890211640211,0.7665006510416666,20.955,0.234375,0.9375,0.0005748284556878297,0.011976572672526041,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0,1,0,0,2,1,1,79.75,1,20,7,13,0.0420138888888888,0.7499039713541666,25.5825,6.666666666666667,0.6190476190476191,0.014004629629629601,0.24996799045138887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,61,0,1,61.45,0,13,4,9,0.0229575163398692,0.8354020182291667,25.089166666666667,0.20967741935483872,0.6428571428571429,0.00037028252161079356,0.013474226100470431,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
0,0,0,0,1,1,0,68.65,1,14,5,9,0.043323112073112,0.8665730794270834,22.90333333333333,7.0,0.6,0.021661556036556,0.4332865397135417,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,18,1,0,19.65,0,20,5,15,0.0,0.846455078125,27.4175,1.0526315789473684,0.7142857142857143,0.0,0.04455026726973684,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,6,1,0,19.0,0,16,2,14,0.0402146464646464,0.7776326497395832,26.8925,2.2857142857142856,0.8235294117647058,0.005744949494949485,0.11109037853422618,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,33,1,1,100.0,0,6,1,5,0.0297979797979797,0.9432869466145832,29.53333333333333,0.17647058823529413,0.7142857142857143,0.0008764111705288147,0.02774373372395833,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1,0,0,0,16,1,0,20.25,1,10,4,6,0.0204199735449735,0.7409724934895833,24.375,0.5882352941176471,0.5454545454545454,0.001201174914410206,0.04358661726409313,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,0,56,1,1,98.7,0,12,4,8,0.0404848927875243,0.7787923177083332,24.17083333333333,0.21052631578947367,0.6153846153846154,0.0007102612769741104,0.013663023117690057,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,0,0,1,23,1,0,19.8,0,18,6,12,0.0188535575048732,0.7971085611979166,27.861666666666665,0.75,0.631578947368421,0.0007855648960363833,0.03321285671657986,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,9,1,1,73.8,0,5,0,5,0.0384259259259259,0.8324894205729166,28.3025,0.5,0.8333333333333334,0.0038425925925925897,0.08324894205729166,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,14,1,1,100.2,1,14,5,9,0.0229166666666666,0.6765568033854166,27.40083333333333,0.9333333333333333,0.6,0.0015277777777777733,0.0451037868923611,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1,0,1,1,15,1,1,74.9,1,10,2,8,0.0183150183150183,0.83730712890625,25.00916666666667,0.625,0.7272727272727273,0.0011446886446886437,0.05233169555664063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,5,1,0,20.05,0,16,3,13,0.0104166666666666,0.9845222981770833,24.60083333333333,2.6666666666666665,0.7647058823529411,0.0017361111111111,0.16408704969618054,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,0,61,1,1,106.2,0,14,2,12,0.0285130718954248,0.8860213216145834,24.70833333333333,0.22580645161290322,0.8,0.00045988825637781935,0.014290666477654571,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1,0,1,1,70,1,1,116.55,0,17,3,14,0.0139860139860139,0.8814591471354167,27.209166666666665,0.23943661971830985,0.7777777777777778,0.00019698611247906901,0.012414917565287559,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,0,0,15,1,1,99.7,0,18,3,15,0.0408378658378658,0.8777905273437501,31.1225,1.125,0.7894736842105263,0.0025523666148666124,0.05486190795898438,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1,0,1,1,8,1,0,19.7,0,18,6,12,0.0234126984126984,0.964580078125,23.859166666666667,2.0,0.631578947368421,0.0026014109347442665,0.10717556423611112,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,8,1,0,19.5,0,16,4,12,0.0615217299040828,1.0524991861979167,28.90833333333333,1.7777777777777777,0.7058823529411765,0.006835747767120311,0.11694435402199074,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,0,0,4,0,1,29.15,0,13,4,9,0.0226244343891402,0.6832096354166667,31.999166666666667,2.6,0.6428571428571429,0.00452488687782804,0.13664192708333334,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,34,1,0,55.0,0,5,1,4,0.0101851851851851,0.7133772786458333,33.2025,0.14285714285714285,0.6666666666666666,0.00029100529100528855,0.020382207961309524,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1,0,68,1,1,90.8,0,19,6,13,0.037536075036075,0.8273689778645833,22.165000000000003,0.2753623188405797,0.65,0.0005440010874793478,0.011990854751660628,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,0,1,1,45,0,0,51.0,0,5,0,5,0.0243055555555555,1.0165152994791666,26.715833333333336,0.10869565217391304,0.8333333333333334,0.0005283816425120761,0.02209815868432971,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0
0,1,0,0,9,1,1,90.1,0,18,7,11,0.0113122171945701,0.5872111002604167,28.13083333333333,1.8,0.5789473684210527,0.00113122171945701,0.05872111002604167,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,22,1,1,59.05,0,20,5,15,0.0376602564102564,0.6570426432291666,32.9925,0.8695652173913043,0.7142857142857143,0.0016374024526198436,0.028567071444746375,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,2,1,0,20.3,0,13,4,9,0.0159090909090909,0.8405192057291666,20.479166666666668,4.333333333333333,0.6428571428571429,0.0053030303030303,0.28017306857638885,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,0,70,1,0,72.95,0,20,2,18,0.0467628776452305,0.8388826497395834,28.799166666666668,0.28169014084507044,0.8571428571428571,0.0006586320795102888,0.011815248587881456,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
0,0,0,1,10,1,0,73.55,0,17,6,11,0.0548910154173312,0.7554215494791667,28.9025,1.5454545454545454,0.6111111111111112,0.004990092310666472,0.06867468631628788,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0
1,0,0,0,72,1,0,84.3,0,11,2,9,0.0305247566760724,0.7595084635416667,28.16333333333333,0.1506849315068493,0.75,0.00041814735172701915,0.010404225527968037,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
0,0,1,1,49,1,0,78.0,0,10,3,7,0.0364417989417989,0.6167667643229167,26.841666666666665,0.2,0.6363636363636364,0.000728835978835978,0.012335335286458334,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0,1,0,0,54,1,0,72.1,0,18,7,11,0.0278648008911166,0.8391796875,23.508333333333336,0.32727272727272727,0.5789473684210527,0.0005066327434748472,0.0152578125,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0,0,0,0,71,1,1,106.75,0,20,5,15,0.0138888888888888,0.8905745442708334,32.5075,0.2777777777777778,0.7142857142857143,0.0001929012345679,0.012369090892650463,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,0,0,0,22,1,1,19.25,0,16,4,12,0.0248015873015873,0.7414143880208334,20.389166666666668,0.6956521739130435,0.7058823529411765,0.0010783298826777088,0.03223540817481884,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,50,1,0,20.55,0,8,2,6,0.0214646464646464,0.8637060546875,28.25583333333333,0.1568627450980392,0.6666666666666666,0.00042087542087541966,0.016935412837009802,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,43,1,0,20.0,0,20,9,11,0.0175709706959706,0.63396484375,19.69833333333333,0.45454545454545453,0.5238095238095238,0.0003993402430902409,0.014408291903409089,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,45,1,1,24.65,0,16,4,12,0.0041666666666666,0.62428466796875,20.56583333333333,0.34782608695652173,0.7058823529411765,9.057971014492609e-05,0.01357140582540761,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,1,0,0,64,1,1,103.5,0,15,7,8,0.0215686274509803,0.9318318684895832,22.1725,0.23076923076923078,0.5,0.00033182503770738924,0.014335874899839741,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0,1,1,23,1,0,23.85,0,15,3,12,0.0321455505279034,1.049384765625,21.374166666666667,0.625,0.75,0.0013393979386626417,0.043724365234375,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,1,0,68,1,0,25.8,0,12,4,8,0.0539682539682539,0.7593302408854167,35.329166666666666,0.17391304347826086,0.6153846153846154,0.0007821486082355638,0.011004786099788647,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,0,0,1,1,1,70.85,1,16,6,10,0.0369658119658119,0.7070467122395834,25.65083333333333,8.0,0.5882352941176471,0.01848290598290595,0.3535233561197917,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2,1,1,69.8,1,15,3,12,0.0153186274509803,0.7901505533854167,32.33416666666667,5.0,0.75,0.005106209150326766,0.2633835177951389,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,26,1,0,59.45,0,18,4,14,0.032046657046657,0.7441349283854167,28.83083333333333,0.6666666666666666,0.7368421052631579,0.001186913223950259,0.027560552903163584,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,55,0,1,54.55,1,15,4,11,0.0144962590299277,0.8050349934895834,26.416666666666668,0.26785714285714285,0.6875,0.0002588617683915661,0.01437562488374256,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0
1,0,0,0,14,1,1,20.05,0,12,0,12,0.023076923076923,0.794541015625,26.481666666666666,0.8,0.9230769230769231,0.0015384615384615333,0.05296940104166667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,0,71,1,1,82.55,0,12,3,9,0.0451719576719576,0.8127718098958333,30.6275,0.16666666666666666,0.6923076923076923,0.0006273883009994112,0.011288497359664352,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,0,0,0,64,1,0,81.25,0,11,2,9,0.0233674463937621,0.7504484049479166,18.92333333333333,0.16923076923076924,0.75,0.0003594991752886477,0.011545360076121794,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
0,0,0,0,7,1,1,70.75,1,20,5,15,0.0286375661375661,0.8489510091145833,29.613333333333333,2.5,0.7142857142857143,0.0035796957671957626,0.10611887613932292,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,57,1,1,74.3,0,19,7,12,0.0337740146563676,0.7322680664062501,23.579166666666666,0.3275862068965517,0.6,0.0005823105975235793,0.012625311489762932,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,0,13,1,0,94.1,1,9,3,6,0.0641203703703703,0.7263028971354166,30.975,0.6428571428571429,0.6,0.00458002645502645,0.051878778366815474,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0,0,1,1,3,0,0,29.7,1,10,4,6,0.0443813131313131,0.75719970703125,26.954166666666666,2.5,0.5454545454545454,0.011095328282828274,0.1892999267578125,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,72,1,0,109.7,0,14,4,10,0.0411324786324786,0.8156241861979167,26.97666666666667,0.1917808219178082,0.6666666666666666,0.0005634586114038164,0.011172934057505707,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,0,1,1,40,1,1,96.35,0,20,2,18,0.0328581871345029,0.6852840169270834,26.501666666666665,0.4878048780487805,0.8571428571428571,0.0008014191984025097,0.016714244315294717,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1,0,1,0,14,1,1,66.6,0,16,6,10,0.0319444444444444,0.72072509765625,27.60166666666667,1.0666666666666667,0.5882352941176471,0.0021296296296296267,0.04804833984375,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,1,2,1,1,44.5,0,12,0,12,0.0317460317460317,0.8164510091145832,35.160833333333336,4.0,0.9230769230769231,0.010582010582010568,0.27215033637152775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,66,1,0,110.9,1,12,3,9,0.0362103174603174,0.7320060221354167,23.27583333333333,0.1791044776119403,0.6923076923076923,0.0005404524994077224,0.010925463016946517,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
0,0,1,0,38,1,1,105.0,1,18,3,15,0.0461805555555555,0.9172135416666666,30.54083333333333,0.46153846153846156,0.7894736842105263,0.0011841168091168077,0.02351829594017094,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1,0,0,1,1,0,1,25.3,1,15,4,11,0.03125,0.8020556640625,27.439166666666665,7.5,0.6875,0.015625,0.40102783203125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,22,1,1,55.15,1,19,6,13,0.0087719298245614,0.8675642903645833,28.8775,0.8260869565217391,0.65,0.00038138825324179995,0.03772018653759058,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,1,1,20.1,1,12,1,11,0.0248677248677248,0.8294270833333334,25.9075,6.0,0.8461538461538461,0.0124338624338624,0.4147135416666667,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,5,1,1,80.1,0,10,2,8,0.025735294117647,0.9196256510416668,25.570833333333336,1.6666666666666667,0.7272727272727273,0.0042892156862745,0.1532709418402778,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,29,1,0,69.05,0,13,3,10,0.0280092592592592,0.729091796875,35.971666666666664,0.43333333333333335,0.7142857142857143,0.00093364197530864,0.024303059895833333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,1,1,1,1,69.9,1,20,4,16,0.04000814000814,0.6826578776041666,27.19333333333333,10.0,0.7619047619047619,0.02000407000407,0.3413289388020833,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,1,0,20.4,0,15,2,13,0.0558618769145084,0.5035050455729166,30.16583333333333,3.75,0.8125,0.0139654692286271,0.12587626139322916,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,1,71,1,0,19.7,0,14,3,11,0.0119047619047619,0.9185929361979168,27.661666666666665,0.19444444444444445,0.7333333333333333,0.00016534391534391528,0.012758235224971068,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,1,9,1,1,50.1,0,12,3,9,0.031469298245614,0.8220458984375,27.9225,1.2,0.6923076923076923,0.0031469298245614,0.08220458984375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,43,1,1,101.4,1,17,4,13,0.0443509377332906,0.8278238932291666,25.22083333333333,0.38636363636363635,0.7222222222222222,0.0010079758575747865,0.01881417939157197,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,48,1,1,83.45,0,20,5,15,0.0290343915343915,0.7865958658854167,23.3175,0.40816326530612246,0.7142857142857143,0.0005925386027426837,0.016052976854804422,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1,0,0,0,26,1,1,86.65,0,11,3,8,0.0310185185185185,0.8442203776041667,28.206666666666667,0.4074074074074074,0.6666666666666666,0.001148834019204389,0.031267421392746915,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,9,1,0,20.15,0,15,4,11,0.0165343915343915,0.5118782552083333,25.793333333333333,1.5,0.6875,0.0016534391534391499,0.05118782552083333,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,1,1,1,80.8,1,7,2,5,0.0239991830065359,0.84505126953125,22.76083333333333,3.5,0.625,0.01199959150326795,0.422525634765625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,46,1,0,19.4,0,20,6,14,0.0455853174603174,0.6711539713541667,28.63,0.425531914893617,0.6666666666666666,0.0009699003714961149,0.014279871730939716,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,2,1,0,62.05,1,16,3,13,0.0539021164021163,0.7713134765624999,22.230833333333333,5.333333333333333,0.7647058823529411,0.017967372134038765,0.2571044921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,0,1,1,1,76.45,1,6,1,5,0.0380559985823143,0.8445515950520833,30.114166666666662,3.0,0.7142857142857143,0.01902799929115715,0.42227579752604166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,64,0,1,60.05,0,5,2,3,0.0312743152816682,0.80887939453125,25.7325,0.07692307692307693,0.5,0.0004811433120256646,0.012444298377403847,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1
0,1,0,0,12,1,1,91.3,1,17,3,14,0.031583694083694,0.99347900390625,29.601666666666663,1.3076923076923077,0.7777777777777778,0.002429514929514923,0.0764214618389423,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,0,6,1,1,95.75,1,6,2,4,0.0243055555555555,0.8690478515625001,29.566666666666663,0.8571428571428571,0.5714285714285714,0.0034722222222222142,0.12414969308035716,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,0,1,0,59,1,0,20.35,0,20,6,14,0.0166666666666666,0.9254239908854168,24.566666666666663,0.3333333333333333,0.6666666666666666,0.0002777777777777767,0.015423733181423614,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,7,1,1,94.05,0,9,2,7,0.0444805194805194,0.8988631184895833,33.428333333333335,1.125,0.7,0.005560064935064925,0.11235788981119792,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0,1,1,0,72,1,1,84.1,0,8,4,4,0.0417027417027417,0.8356355794270834,25.03833333333333,0.1095890410958904,0.4444444444444444,0.0005712704342841329,0.011447062731877856,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
