,complaint_id,customerID,date,issue,status
79978,CMP674927,8634-MPHTR,2024-06-19,Unexpected charges,In Progress
79974,CMP738562,8634-MPHTR,2024-08-16,Billing error,In Progress
79972,CMP720920,8634-MPHTR,2024-09-23,Poor customer service,Open
79976,CMP837622,8634-MPHTR,2024-10-04,Slow internet,In Progress
79975,CMP905172,8634-MPHTR,2024-10-16,Poor customer service,Open
79977,CMP316036,8634-MPHTR,2025-01-07,Network issue,In Progress
79973,CMP181542,8634-MPHTR,2025-03-13,Poor customer service,Resolved
1200,CMP718970,8637-XJIVR,2024-05-01,App issue,Resolved
1199,CMP234637,8637-XJIVR,2024-05-08,Poor customer service,In Progress
1195,CMP921265,8637-XJIVR,2024-05-12,Unexpected charges,Closed
1198,CMP950779,8637-XJIVR,2024-07-20,Network issue,Resolved
1194,CMP736504,8637-XJIVR,2024-08-05,Network issue,Resolved
1189,CMP353762,8637-XJIVR,2024-08-17,Unexpected charges,In Progress
1193,CMP111916,8637-XJIVR,2024-09-03,Unexpected charges,Resolved
1205,CMP340294,8637-XJIVR,2024-09-30,Service outage,Resolved
1202,CMP774262,8637-XJIVR,2024-10-16,Network issue,Resolved
1207,CMP227032,8637-XJIVR,2024-11-03,Billing error,In Progress
1203,CMP901559,8637-XJIVR,2024-11-29,Slow internet,Resolved
1191,CMP893268,8637-XJIVR,2024-12-27,Network issue,Open
1196,CMP433665,8637-XJIVR,2025-02-05,Frequent disconnection,In Progress
1192,CMP719981,8637-XJIVR,2025-03-07,Poor customer service,Resolved
1206,CMP772166,8637-XJIVR,2025-04-01,Poor customer service,In Progress
1197,CMP418776,8637-XJIVR,2025-04-02,Poor customer service,Open
1204,CMP277641,8637-XJIVR,2025-04-03,Service outage,Open
1190,CMP354681,8637-XJIVR,2025-04-14,Unexpected charges,Open
1201,CMP248050,8637-XJIVR,2025-04-21,Service outage,Closed
60742,CMP828026,8639-NHQEI,2024-05-31,Slow internet,Closed
60733,CMP569850,8639-NHQEI,2024-06-21,Poor customer service,Open
60736,CMP374831,8639-NHQEI,2024-07-31,Billing error,Resolved
60739,CMP622634,8639-NHQEI,2024-09-30,Billing error,Resolved
60738,CMP750340,8639-NHQEI,2024-12-20,Unexpected charges,In Progress
60741,CMP460584,8639-NHQEI,2024-12-27,Network issue,In Progress
60734,CMP975786,8639-NHQEI,2025-01-04,Network issue,Open
60740,CMP413060,8639-NHQEI,2025-01-20,Service outage,Resolved
60743,CMP846565,8639-NHQEI,2025-04-01,Slow internet,Open
60737,CMP306315,8639-NHQEI,2025-04-07,Poor customer service,Closed
60735,CMP504100,8639-NHQEI,2025-04-13,App issue,Resolved
21387,CMP791320,8640-SDGKB,2024-07-11,Network issue,Resolved
21384,CMP723890,8640-SDGKB,2024-08-22,App issue,In Progress
21385,CMP956688,8640-SDGKB,2024-09-26,App issue,Closed
21388,CMP288044,8640-SDGKB,2024-11-14,Service outage,Closed
21386,CMP761158,8640-SDGKB,2024-12-19,Service outage,Resolved
21391,CMP527137,8640-SDGKB,2025-01-30,Service outage,Open
21390,CMP551286,8640-SDGKB,2025-02-11,App issue,In Progress
21389,CMP666277,8640-SDGKB,2025-04-02,Poor customer service,Open
21392,CMP749354,8640-SDGKB,2025-04-28,Frequent disconnection,Open
54327,CMP901942,8642-GVWRF,2024-05-01,Slow internet,Resolved
54333,CMP628003,8642-GVWRF,2024-05-14,Billing error,Resolved
54330,CMP172565,8642-GVWRF,2024-07-08,App issue,Resolved
54328,CMP660732,8642-GVWRF,2024-09-27,App issue,Closed
54334,CMP430298,8642-GVWRF,2024-10-12,Poor customer service,Resolved
54336,CMP694788,8642-GVWRF,2024-11-30,Poor customer service,Open
54335,CMP221642,8642-GVWRF,2024-12-06,Billing error,Closed
54332,CMP881788,8642-GVWRF,2024-12-26,Billing error,Resolved
54329,CMP740564,8642-GVWRF,2025-01-06,Billing error,In Progress
54326,CMP740426,8642-GVWRF,2025-01-20,Network issue,Open
54331,CMP626767,8642-GVWRF,2025-04-29,Network issue,Open
47230,CMP515021,8644-XLFBW,2024-05-09,Unexpected charges,Open
47220,CMP347936,8644-XLFBW,2024-05-11,Network issue,Open
47217,CMP536608,8644-XLFBW,2024-07-01,Unexpected charges,In Progress
47226,CMP712272,8644-XLFBW,2024-07-12,App issue,Resolved
47227,CMP881119,8644-XLFBW,2024-08-27,Slow internet,Closed
47218,CMP227368,8644-XLFBW,2024-09-18,Frequent disconnection,Resolved
47221,CMP346110,8644-XLFBW,2024-09-24,Poor customer service,Closed
47232,CMP773465,8644-XLFBW,2024-10-21,Network issue,Closed
47222,CMP565228,8644-XLFBW,2024-11-12,Frequent disconnection,Open
47233,CMP920411,8644-XLFBW,2024-11-29,Slow internet,In Progress
47223,CMP233688,8644-XLFBW,2024-12-26,Service outage,Open
47219,CMP319468,8644-XLFBW,2025-01-13,Frequent disconnection,Open
47224,CMP578104,8644-XLFBW,2025-02-03,Service outage,In Progress
47225,CMP468602,8644-XLFBW,2025-02-19,Billing error,Closed
47216,CMP100532,8644-XLFBW,2025-03-03,App issue,In Progress
47229,CMP276257,8644-XLFBW,2025-03-20,Billing error,Resolved
47231,CMP882229,8644-XLFBW,2025-03-30,Poor customer service,Closed
47228,CMP444019,8644-XLFBW,2025-04-11,Billing error,Resolved
55509,CMP536119,8644-XYTSV,2024-05-01,Unexpected charges,Closed
55503,CMP524864,8644-XYTSV,2024-05-10,App issue,In Progress
55512,CMP592989,8644-XYTSV,2024-06-03,Frequent disconnection,Open
55505,CMP751685,8644-XYTSV,2024-06-14,Poor customer service,Closed
55504,CMP206168,8644-XYTSV,2024-09-07,Billing error,Open
55517,CMP887105,8644-XYTSV,2024-09-10,Unexpected charges,Resolved
55516,CMP402436,8644-XYTSV,2024-10-21,Network issue,Closed
55508,CMP492483,8644-XYTSV,2024-10-26,Service outage,Open
55511,CMP832147,8644-XYTSV,2024-11-02,Slow internet,Closed
55518,CMP227207,8644-XYTSV,2024-11-06,Unexpected charges,Open
55507,CMP112237,8644-XYTSV,2024-11-13,Service outage,In Progress
55513,CMP610522,8644-XYTSV,2024-12-03,Billing error,Resolved
55510,CMP242259,8644-XYTSV,2024-12-13,Unexpected charges,Closed
55506,CMP167950,8644-XYTSV,2024-12-22,Poor customer service,Open
55502,CMP274686,8644-XYTSV,2025-02-05,Billing error,In Progress
55515,CMP843485,8644-XYTSV,2025-04-26,App issue,Open
55514,CMP959752,8644-XYTSV,2025-04-30,Frequent disconnection,Resolved
71389,CMP233037,8645-KOMJQ,2024-06-05,Billing error,In Progress
71385,CMP661424,8645-KOMJQ,2024-06-13,Billing error,Resolved
71392,CMP376405,8645-KOMJQ,2024-06-26,Poor customer service,Closed
71393,CMP146179,8645-KOMJQ,2024-07-29,Network issue,Open
71388,CMP436515,8645-KOMJQ,2024-09-04,Frequent disconnection,Closed
71394,CMP170163,8645-KOMJQ,2024-10-04,Service outage,Closed
71399,CMP367533,8645-KOMJQ,2024-11-03,Network issue,In Progress
71386,CMP411087,8645-KOMJQ,2024-11-17,Frequent disconnection,Open
71390,CMP840264,8645-KOMJQ,2024-11-19,Service outage,Closed
71387,CMP105764,8645-KOMJQ,2024-12-07,Frequent disconnection,Resolved
71384,CMP953909,8645-KOMJQ,2024-12-14,Service outage,Resolved
71383,CMP470507,8645-KOMJQ,2025-01-07,Unexpected charges,Resolved
71396,CMP678872,8645-KOMJQ,2025-01-31,Frequent disconnection,In Progress
71395,CMP784192,8645-KOMJQ,2025-03-12,Service outage,Open
71397,CMP132729,8645-KOMJQ,2025-03-26,Poor customer service,In Progress
71398,CMP864224,8645-KOMJQ,2025-03-31,App issue,Closed
71391,CMP173075,8645-KOMJQ,2025-04-27,App issue,Closed
3542,CMP640546,8645-KWHJO,2024-05-24,Slow internet,Closed
3538,CMP749612,8645-KWHJO,2024-05-25,App issue,Closed
3547,CMP589878,8645-KWHJO,2024-06-14,Poor customer service,Open
3552,CMP271937,8645-KWHJO,2024-06-17,Billing error,In Progress
3534,CMP439284,8645-KWHJO,2024-06-19,Network issue,In Progress
3541,CMP289200,8645-KWHJO,2024-07-18,Network issue,In Progress
3546,CMP552121,8645-KWHJO,2024-07-21,Frequent disconnection,Resolved
3549,CMP821038,8645-KWHJO,2024-08-13,App issue,Resolved
3548,CMP606244,8645-KWHJO,2024-08-26,App issue,Open
3545,CMP405199,8645-KWHJO,2024-09-22,Network issue,Resolved
3551,CMP934273,8645-KWHJO,2024-10-27,Unexpected charges,Open
3543,CMP372993,8645-KWHJO,2024-10-30,Unexpected charges,Resolved
3535,CMP842131,8645-KWHJO,2024-12-07,App issue,Resolved
3539,CMP343591,8645-KWHJO,2025-01-12,Poor customer service,Closed
3537,CMP569162,8645-KWHJO,2025-01-17,Unexpected charges,Resolved
3544,CMP907221,8645-KWHJO,2025-01-22,Unexpected charges,Open
3540,CMP697004,8645-KWHJO,2025-01-26,Slow internet,Open
3550,CMP928451,8645-KWHJO,2025-03-03,Unexpected charges,Open
3536,CMP727952,8645-KWHJO,2025-03-27,Network issue,In Progress
21744,CMP486508,8646-JCOMS,2024-06-01,Billing error,Resolved
21745,CMP981117,8646-JCOMS,2024-07-25,Slow internet,Resolved
21750,CMP801924,8646-JCOMS,2024-09-21,Frequent disconnection,Open
21748,CMP714640,8646-JCOMS,2024-10-16,Poor customer service,Open
21747,CMP375319,8646-JCOMS,2024-10-17,Frequent disconnection,Resolved
21739,CMP934149,8646-JCOMS,2024-10-27,App issue,Resolved
21746,CMP879905,8646-JCOMS,2024-12-14,Slow internet,Resolved
21749,CMP650143,8646-JCOMS,2024-12-20,App issue,Resolved
21743,CMP982603,8646-JCOMS,2024-12-24,Network issue,Closed
21740,CMP169182,8646-JCOMS,2025-02-01,Poor customer service,Open
21741,CMP671082,8646-JCOMS,2025-02-02,Network issue,In Progress
21742,CMP449318,8646-JCOMS,2025-04-06,Slow internet,In Progress
21751,CMP631572,8646-JCOMS,2025-04-22,App issue,Closed
78522,CMP280431,8647-SDTWQ,2024-05-10,Frequent disconnection,Open
78515,CMP462822,8647-SDTWQ,2024-06-18,Network issue,Open
78510,CMP595895,8647-SDTWQ,2024-06-27,Slow internet,Resolved
78514,CMP700707,8647-SDTWQ,2024-08-27,Frequent disconnection,Resolved
78511,CMP810378,8647-SDTWQ,2024-09-05,Slow internet,Open
78509,CMP832489,8647-SDTWQ,2024-10-03,App issue,Open
78525,CMP318472,8647-SDTWQ,2024-10-12,Billing error,In Progress
78512,CMP440415,8647-SDTWQ,2024-10-16,Unexpected charges,Closed
78516,CMP520819,8647-SDTWQ,2024-10-19,Poor customer service,Open
78524,CMP156386,8647-SDTWQ,2024-10-24,Service outage,Closed
78523,CMP976819,8647-SDTWQ,2024-11-24,Frequent disconnection,Resolved
78517,CMP397411,8647-SDTWQ,2024-11-30,Slow internet,Open
78513,CMP927945,8647-SDTWQ,2024-12-07,Frequent disconnection,In Progress
78518,CMP359187,8647-SDTWQ,2024-12-12,Poor customer service,Closed
78519,CMP712318,8647-SDTWQ,2025-01-22,Poor customer service,Closed
78520,CMP585659,8647-SDTWQ,2025-02-18,Unexpected charges,Resolved
78521,CMP610967,8647-SDTWQ,2025-04-21,App issue,Resolved
78508,CMP637532,8647-SDTWQ,2025-04-25,Service outage,Closed
36902,CMP271770,8648-PFRMP,2024-05-21,Poor customer service,Open
36892,CMP631673,8648-PFRMP,2024-06-14,Frequent disconnection,Closed
36899,CMP727551,8648-PFRMP,2024-07-02,Billing error,Closed
36898,CMP556752,8648-PFRMP,2024-07-06,Unexpected charges,Closed
36907,CMP196772,8648-PFRMP,2024-07-31,Slow internet,Open
36906,CMP554170,8648-PFRMP,2024-09-09,Service outage,Open
36901,CMP203550,8648-PFRMP,2024-09-13,Billing error,Resolved
36893,CMP209994,8648-PFRMP,2024-10-07,Billing error,Resolved
36904,CMP835699,8648-PFRMP,2024-10-15,Service outage,Resolved
36903,CMP874805,8648-PFRMP,2024-11-14,Billing error,Closed
36900,CMP340277,8648-PFRMP,2024-12-07,Frequent disconnection,Resolved
36897,CMP980748,8648-PFRMP,2025-01-14,App issue,Closed
36905,CMP640322,8648-PFRMP,2025-01-17,Slow internet,In Progress
36895,CMP952582,8648-PFRMP,2025-03-22,Unexpected charges,Closed
36894,CMP363382,8648-PFRMP,2025-03-23,Billing error,Open
36896,CMP233414,8648-PFRMP,2025-04-05,App issue,Closed
76437,CMP712114,8650-RHRKE,2024-05-04,Slow internet,Open
76440,CMP778244,8650-RHRKE,2024-06-05,Slow internet,Closed
76446,CMP784716,8650-RHRKE,2024-06-18,Frequent disconnection,Resolved
76450,CMP931642,8650-RHRKE,2024-08-23,Unexpected charges,Closed
76449,CMP225740,8650-RHRKE,2024-10-06,Slow internet,Open
76439,CMP334026,8650-RHRKE,2024-10-10,Unexpected charges,In Progress
76443,CMP168391,8650-RHRKE,2024-10-12,Billing error,Closed
76447,CMP593353,8650-RHRKE,2024-11-04,Billing error,Open
76444,CMP218472,8650-RHRKE,2024-11-16,Frequent disconnection,Closed
76436,CMP371981,8650-RHRKE,2024-11-28,Slow internet,Resolved
76441,CMP351330,8650-RHRKE,2024-12-11,Slow internet,Resolved
76448,CMP338810,8650-RHRKE,2025-01-07,App issue,Closed
76442,CMP516619,8650-RHRKE,2025-01-13,Frequent disconnection,Open
76445,CMP352307,8650-RHRKE,2025-01-30,Billing error,Closed
76438,CMP169037,8650-RHRKE,2025-03-02,Service outage,In Progress
78489,CMP751566,8651-ENBZX,2024-05-01,Network issue,Resolved
78488,CMP292314,8651-ENBZX,2024-09-15,Service outage,Closed
78492,CMP549616,8651-ENBZX,2024-09-20,Frequent disconnection,Resolved
78491,CMP850748,8651-ENBZX,2025-01-17,Poor customer service,In Progress
78490,CMP215148,8651-ENBZX,2025-03-18,Frequent disconnection,Closed
54839,CMP813986,8652-YHIYU,2024-05-30,Poor customer service,Closed
54844,CMP434663,8652-YHIYU,2024-06-08,Slow internet,In Progress
54838,CMP161399,8652-YHIYU,2024-06-20,App issue,Resolved
54845,CMP132271,8652-YHIYU,2024-08-03,Billing error,In Progress
54849,CMP377204,8652-YHIYU,2024-08-04,Billing error,Closed
54840,CMP915297,8652-YHIYU,2024-09-12,Service outage,In Progress
54852,CMP601985,8652-YHIYU,2024-11-08,Unexpected charges,Closed
54850,CMP226759,8652-YHIYU,2024-11-14,Slow internet,Open
54853,CMP110026,8652-YHIYU,2024-12-01,Poor customer service,Open
54843,CMP912999,8652-YHIYU,2024-12-17,Billing error,In Progress
54847,CMP721931,8652-YHIYU,2025-01-06,Poor customer service,Closed
54846,CMP316817,8652-YHIYU,2025-01-10,Service outage,In Progress
54851,CMP560649,8652-YHIYU,2025-02-20,Billing error,Open
54842,CMP297283,8652-YHIYU,2025-03-20,Frequent disconnection,In Progress
54848,CMP826905,8652-YHIYU,2025-04-20,Unexpected charges,Closed
54841,CMP701973,8652-YHIYU,2025-04-26,Frequent disconnection,In Progress
75599,CMP486527,8654-DHAOW,2024-05-18,Unexpected charges,Open
75600,CMP919928,8654-DHAOW,2024-05-30,Poor customer service,In Progress
75613,CMP737491,8654-DHAOW,2024-06-14,Network issue,In Progress
75605,CMP156813,8654-DHAOW,2024-07-17,Service outage,Closed
75611,CMP452645,8654-DHAOW,2024-08-13,Network issue,Closed
75602,CMP954973,8654-DHAOW,2024-09-02,Unexpected charges,Closed
75598,CMP228735,8654-DHAOW,2024-09-24,Unexpected charges,In Progress
75607,CMP929066,8654-DHAOW,2024-10-25,Billing error,Open
75601,CMP213650,8654-DHAOW,2024-11-07,Slow internet,In Progress
75606,CMP512506,8654-DHAOW,2024-12-05,Billing error,Resolved
75604,CMP222446,8654-DHAOW,2025-02-12,Frequent disconnection,Resolved
75609,CMP934947,8654-DHAOW,2025-03-17,App issue,Closed
75603,CMP675993,8654-DHAOW,2025-03-22,Billing error,In Progress
75612,CMP481466,8654-DHAOW,2025-03-29,Frequent disconnection,In Progress
75608,CMP302860,8654-DHAOW,2025-04-12,App issue,In Progress
75610,CMP287998,8654-DHAOW,2025-04-27,Service outage,Closed
41828,CMP741760,8659-HDIYE,2024-05-03,Slow internet,Resolved
41826,CMP550996,8659-HDIYE,2024-06-29,Service outage,Closed
41810,CMP764807,8659-HDIYE,2024-07-07,Service outage,Closed
41816,CMP222346,8659-HDIYE,2024-07-26,Poor customer service,In Progress
41809,CMP458705,8659-HDIYE,2024-08-01,Service outage,Open
41827,CMP670797,8659-HDIYE,2024-08-10,Service outage,Resolved
41819,CMP938275,8659-HDIYE,2024-09-05,Service outage,Open
41823,CMP990959,8659-HDIYE,2024-09-09,App issue,In Progress
41811,CMP233268,8659-HDIYE,2024-09-15,Network issue,Resolved
41821,CMP534872,8659-HDIYE,2024-10-25,Poor customer service,In Progress
41822,CMP261659,8659-HDIYE,2024-11-18,Service outage,Closed
41818,CMP967918,8659-HDIYE,2024-11-28,Service outage,Closed
41820,CMP404904,8659-HDIYE,2024-12-13,Network issue,Resolved
41812,CMP761770,8659-HDIYE,2024-12-17,Unexpected charges,Closed
41824,CMP561364,8659-HDIYE,2024-12-28,Unexpected charges,Closed
41825,CMP642277,8659-HDIYE,2025-01-03,Network issue,Open
41815,CMP491050,8659-HDIYE,2025-02-17,Network issue,Open
41813,CMP218767,8659-HDIYE,2025-03-09,Slow internet,Closed
41817,CMP585012,8659-HDIYE,2025-03-22,App issue,Resolved
41814,CMP159679,8659-HDIYE,2025-04-20,Service outage,Open
13802,CMP152998,8659-IOOPU,2024-05-16,Unexpected charges,Open
13799,CMP121199,8659-IOOPU,2024-05-24,Poor customer service,In Progress
13798,CMP272381,8659-IOOPU,2024-06-03,Unexpected charges,Open
13796,CMP482290,8659-IOOPU,2024-06-22,Billing error,In Progress
13792,CMP910550,8659-IOOPU,2024-06-26,Service outage,Resolved
13791,CMP864066,8659-IOOPU,2024-07-15,Slow internet,Closed
13795,CMP532003,8659-IOOPU,2024-07-18,Poor customer service,Open
13790,CMP780676,8659-IOOPU,2024-07-22,App issue,Open
13794,CMP547151,8659-IOOPU,2024-09-11,Frequent disconnection,Open
13797,CMP947318,8659-IOOPU,2025-01-05,Unexpected charges,Closed
13793,CMP353164,8659-IOOPU,2025-01-19,Poor customer service,Resolved
13800,CMP217714,8659-IOOPU,2025-03-26,Unexpected charges,Resolved
13801,CMP276739,8659-IOOPU,2025-04-01,Service outage,Open
67447,CMP310019,8660-BUETV,2024-05-02,Unexpected charges,Closed
67448,CMP700878,8660-BUETV,2024-06-21,Unexpected charges,In Progress
67443,CMP286943,8660-BUETV,2024-08-28,Network issue,Open
67444,CMP702932,8660-BUETV,2024-11-02,Unexpected charges,In Progress
67449,CMP255396,8660-BUETV,2025-03-16,Frequent disconnection,Open
67446,CMP784800,8660-BUETV,2025-04-14,Network issue,In Progress
67445,CMP251038,8660-BUETV,2025-04-29,Frequent disconnection,Closed
71564,CMP597606,8661-BOYNW,2024-05-03,Service outage,Closed
71566,CMP661676,8661-BOYNW,2024-06-15,Unexpected charges,Resolved
71562,CMP464838,8661-BOYNW,2024-09-23,Service outage,In Progress
71565,CMP146594,8661-BOYNW,2024-10-19,App issue,Closed
71567,CMP371471,8661-BOYNW,2024-10-31,Poor customer service,Resolved
71563,CMP397462,8661-BOYNW,2025-02-28,App issue,In Progress
42517,CMP984296,8663-UPDGF,2024-05-03,Billing error,Closed
42511,CMP484844,8663-UPDGF,2024-05-06,App issue,Resolved
42525,CMP366970,8663-UPDGF,2024-05-15,Network issue,Resolved
42527,CMP502626,8663-UPDGF,2024-05-23,App issue,Closed
42513,CMP941462,8663-UPDGF,2024-06-06,Poor customer service,Resolved
42524,CMP222006,8663-UPDGF,2024-06-22,Billing error,In Progress
42514,CMP881132,8663-UPDGF,2024-09-14,Poor customer service,Open
42526,CMP330218,8663-UPDGF,2024-10-01,Poor customer service,Resolved
42520,CMP786209,8663-UPDGF,2024-10-04,Billing error,Resolved
42523,CMP265790,8663-UPDGF,2024-10-22,Unexpected charges,Closed
42515,CMP872977,8663-UPDGF,2024-11-06,Slow internet,Resolved
42521,CMP205812,8663-UPDGF,2024-11-12,Poor customer service,In Progress
42516,CMP623307,8663-UPDGF,2024-11-25,Network issue,In Progress
42518,CMP182897,8663-UPDGF,2025-01-22,Frequent disconnection,Resolved
42512,CMP542123,8663-UPDGF,2025-02-21,Slow internet,Open
42522,CMP194804,8663-UPDGF,2025-03-06,Frequent disconnection,Closed
42519,CMP697588,8663-UPDGF,2025-03-14,Unexpected charges,Closed
42510,CMP166383,8663-UPDGF,2025-04-23,Slow internet,Resolved
349,CMP479330,8665-UTDHZ,2024-05-11,Billing error,Open
355,CMP176478,8665-UTDHZ,2024-05-17,Billing error,Resolved
347,CMP959882,8665-UTDHZ,2024-05-29,App issue,Closed
345,CMP349869,8665-UTDHZ,2024-07-12,Billing error,Resolved
339,CMP468341,8665-UTDHZ,2024-08-30,Billing error,Resolved
352,CMP965633,8665-UTDHZ,2024-09-02,Service outage,Closed
342,CMP642268,8665-UTDHZ,2024-09-14,Poor customer service,Open
353,CMP718066,8665-UTDHZ,2024-09-20,App issue,Open
354,CMP705845,8665-UTDHZ,2024-09-22,Frequent disconnection,Open
341,CMP677414,8665-UTDHZ,2024-10-25,Unexpected charges,Resolved
344,CMP573655,8665-UTDHZ,2024-11-09,Network issue,Closed
356,CMP345666,8665-UTDHZ,2024-11-18,Frequent disconnection,Resolved
357,CMP460780,8665-UTDHZ,2024-11-29,Service outage,In Progress
343,CMP399586,8665-UTDHZ,2024-12-03,Frequent disconnection,Resolved
340,CMP140191,8665-UTDHZ,2025-01-01,Poor customer service,In Progress
346,CMP612383,8665-UTDHZ,2025-02-21,Service outage,Closed
338,CMP114704,8665-UTDHZ,2025-02-25,Network issue,Closed
351,CMP729627,8665-UTDHZ,2025-03-29,Frequent disconnection,In Progress
350,CMP300155,8665-UTDHZ,2025-04-07,Network issue,Open
348,CMP264823,8665-UTDHZ,2025-04-23,Billing error,Resolved
79603,CMP248906,8668-KNZTI,2024-05-02,Slow internet,Resolved
79600,CMP618526,8668-KNZTI,2024-06-16,Frequent disconnection,In Progress
79601,CMP311371,8668-KNZTI,2024-12-12,App issue,In Progress
79602,CMP681621,8668-KNZTI,2024-12-31,Billing error,Closed
79597,CMP837706,8668-KNZTI,2025-02-05,Network issue,Closed
79598,CMP387488,8668-KNZTI,2025-03-05,Service outage,Closed
79599,CMP946415,8668-KNZTI,2025-04-16,Billing error,Closed
31586,CMP289495,8670-ERCJH,2024-05-09,App issue,Closed
31587,CMP830922,8670-ERCJH,2024-06-14,Poor customer service,Closed
31588,CMP372351,8670-ERCJH,2024-07-19,Service outage,Closed
31596,CMP690059,8670-ERCJH,2024-08-08,Network issue,In Progress
31594,CMP296322,8670-ERCJH,2024-08-30,Service outage,In Progress
31598,CMP691351,8670-ERCJH,2024-09-15,App issue,Resolved
31590,CMP603959,8670-ERCJH,2024-10-22,Network issue,Open
31584,CMP469493,8670-ERCJH,2024-11-28,Service outage,Closed
31592,CMP645650,8670-ERCJH,2024-12-16,Unexpected charges,Open
31585,CMP528866,8670-ERCJH,2025-01-08,Poor customer service,Closed
31597,CMP592573,8670-ERCJH,2025-01-15,Unexpected charges,Resolved
31591,CMP745465,8670-ERCJH,2025-02-01,Poor customer service,Open
31589,CMP573384,8670-ERCJH,2025-02-16,App issue,Closed
31593,CMP703162,8670-ERCJH,2025-03-02,Frequent disconnection,Resolved
31595,CMP324681,8670-ERCJH,2025-04-06,Network issue,Open
51290,CMP356242,8670-MEFCP,2024-05-20,Billing error,Closed
51289,CMP435514,8670-MEFCP,2024-06-19,Frequent disconnection,Open
51292,CMP317260,8670-MEFCP,2024-06-20,App issue,In Progress
51293,CMP915180,8670-MEFCP,2024-09-03,Slow internet,Resolved
51284,CMP472821,8670-MEFCP,2024-09-09,Poor customer service,In Progress
51285,CMP920774,8670-MEFCP,2024-09-30,Frequent disconnection,Resolved
51294,CMP485100,8670-MEFCP,2024-12-07,Unexpected charges,Resolved
51286,CMP741476,8670-MEFCP,2024-12-28,Network issue,Resolved
51287,CMP234390,8670-MEFCP,2025-02-11,Service outage,Closed
51291,CMP187650,8670-MEFCP,2025-02-12,Slow internet,In Progress
51283,CMP866062,8670-MEFCP,2025-02-28,Slow internet,Resolved
51288,CMP996630,8670-MEFCP,2025-04-13,Billing error,In Progress
56004,CMP478280,8671-KKKOS,2024-06-17,Network issue,Closed
55996,CMP290211,8671-KKKOS,2024-07-07,Frequent disconnection,Resolved
55987,CMP422490,8671-KKKOS,2024-08-09,Service outage,Resolved
55990,CMP221370,8671-KKKOS,2024-08-21,Billing error,In Progress
55998,CMP707876,8671-KKKOS,2024-09-03,Slow internet,Closed
55992,CMP163162,8671-KKKOS,2024-09-11,Billing error,Open
55995,CMP332840,8671-KKKOS,2024-10-02,Network issue,Resolved
55999,CMP858559,8671-KKKOS,2024-10-23,Network issue,Open
55993,CMP433150,8671-KKKOS,2024-11-16,Service outage,In Progress
55991,CMP957214,8671-KKKOS,2024-11-29,Frequent disconnection,Open
56000,CMP241191,8671-KKKOS,2024-12-06,Slow internet,In Progress
55989,CMP529844,8671-KKKOS,2024-12-21,Slow internet,Resolved
55994,CMP324398,8671-KKKOS,2025-02-24,App issue,Resolved
55988,CMP674240,8671-KKKOS,2025-03-05,Unexpected charges,Resolved
56001,CMP386945,8671-KKKOS,2025-03-20,Frequent disconnection,In Progress
56002,CMP480245,8671-KKKOS,2025-04-04,Billing error,Resolved
55997,CMP484903,8671-KKKOS,2025-04-08,Billing error,Resolved
56003,CMP535888,8671-KKKOS,2025-04-17,Service outage,Open
7592,CMP269782,8672-OAUPW,2024-05-07,Billing error,In Progress
7585,CMP383027,8672-OAUPW,2024-05-14,Unexpected charges,Open
7589,CMP656671,8672-OAUPW,2024-07-08,Unexpected charges,Resolved
7593,CMP928128,8672-OAUPW,2024-08-17,Slow internet,In Progress
7591,CMP764581,8672-OAUPW,2024-09-04,Unexpected charges,Open
7584,CMP113468,8672-OAUPW,2024-09-13,Unexpected charges,Resolved
7590,CMP285292,8672-OAUPW,2024-09-24,Frequent disconnection,Open
7588,CMP637924,8672-OAUPW,2024-10-17,Billing error,Resolved
7586,CMP559007,8672-OAUPW,2024-12-18,Network issue,Open
7587,CMP402517,8672-OAUPW,2025-01-28,Unexpected charges,Open
66702,CMP876152,8676-OOQEJ,2024-10-31,Slow internet,In Progress
66700,CMP479994,8676-OOQEJ,2024-12-30,Poor customer service,In Progress
66698,CMP118251,8676-OOQEJ,2025-01-03,Unexpected charges,Closed
66701,CMP313597,8676-OOQEJ,2025-03-03,Network issue,Open
66699,CMP824603,8676-OOQEJ,2025-04-14,Unexpected charges,Closed
83442,CMP170151,8676-TRMJS,2024-05-14,Poor customer service,Open
83443,CMP598944,8676-TRMJS,2024-07-09,Unexpected charges,Open
83441,CMP188089,8676-TRMJS,2024-07-21,App issue,Resolved
83440,CMP297649,8676-TRMJS,2024-08-26,Frequent disconnection,Closed
83444,CMP982762,8676-TRMJS,2024-09-20,Billing error,Open
83445,CMP258465,8676-TRMJS,2024-10-13,Poor customer service,In Progress
83446,CMP165642,8676-TRMJS,2024-11-04,Billing error,Open
83439,CMP687109,8676-TRMJS,2025-01-06,Service outage,In Progress
6423,CMP556714,8677-HDZEE,2024-05-05,Billing error,Closed
6419,CMP525721,8677-HDZEE,2024-07-03,Unexpected charges,In Progress
6421,CMP252392,8677-HDZEE,2024-07-07,Network issue,Resolved
6426,CMP687993,8677-HDZEE,2024-10-01,Slow internet,Resolved
6418,CMP585381,8677-HDZEE,2024-12-13,Network issue,Closed
6422,CMP573195,8677-HDZEE,2025-01-31,Unexpected charges,Closed
6428,CMP173356,8677-HDZEE,2025-02-03,App issue,In Progress
6420,CMP666869,8677-HDZEE,2025-03-05,Slow internet,Open
